52.163,14.097
50.8,10.05
50.961,8.9654
49.278,12.891
49.322,14.416
49.06,12.29
51.264,11.997
50.317,13.437
49.24,11.225
50.086,10.211
49.158,13.496
52.178,13.512
51.446,12.149
51.438,13.934
52.509,13.726
50.546,12.351
51.245,11.382
51.935,12.298
52.139,11.845
51.855,10.114
48.412,9.5748
46.755,8.9637
45.85,11.64
47.975,14.177
46.615,12.567
48.75,9.3267
46.212,9.0145
48.574,13.728
46.973,9.7996
48.851,8.9521
47.039,11.694
45.706,9.2917
48.523,12.734
45.142,11.329
47.705,9.5013
46.162,12.086
45.308,12.174
45.93,11.961
46.88,10.799
48.582,12.132
44.337,9.7662
42.477,11.765
43.428,11.42
43.996,14.48
42.536,11.848
43.384,12.052
42.709,10.766
41.783,10.965
44.87,13.037
41.776,8.7314
41.466,11.688
41.167,12.968
42.087,10.9
41.345,13.234
42.35,14.406
43.099,13.372
41.898,12.277
43.65,14.487
43.612,14.237
43.398,10.393
38.787,10.539
37.246,11.383
39.53,9.2029
40.794,11.364
39.677,9.5158
38.181,10.767
39.839,13.227
38.459,9.3155
39.182,11.572
38.618,10.979
39.398,10.801
40.784,9.4366
37.677,11.328
39.98,9.441
39.886,9.3825
40.137,11.908
39.107,9.3171
39.053,10.461
40.399,9.5781
39.797,10.988
33.877,12.211
36.193,13.262
34.184,12.09
34.635,13.996
36.112,9.5052
34.721,12.786
36.664,9.1499
36.687,11.15
35.621,9.7553
34.281,11.404
36.365,12.214
36.388,12.655
34.487,8.7115
36.556,9.3218
36.556,10.738
37.008,11.623
36.885,14.261
36.212,11.107
36.119,12.921
36.791,11.151
30.179,14.231
30.864,13.712
33.274,13.004
32.437,12.432
33.105,9.3578
31.822,11.328
29.831,11.255
29.9,10.144
30.91,11.46
31.879,12.532
32.401,9.0328
32.703,9.8186
29.902,11.43
32.881,14.331
32.635,12.991
29.683,13.783
32.603,8.7288
30.816,9.3147
29.408,13.083
31.665,12.69
27.381,10.812
26.095,12.49
28.524,11.03
28.096,8.8348
28.172,11.092
26.116,8.7627
25.677,12.211
28.381,13.928
29.254,11.685
27.054,11.868
29.161,14.554
26.434,8.7465
28.457,13.08
26.349,12.878
28.634,9.9183
26.645,11.845
27.25,9.1501
27.608,14.163
25.736,12.136
28.709,13.311
23.333,14.41
21.957,11.585
22.661,9.0509
24.591,12.634
23.671,13.492
22.296,10.927
23.98,14.214
21.734,11.277
22.623,10.019
23.551,10.505
24.979,10.191
22.238,12.856
22.523,10.762
23.579,9.8281
24.371,9.5268
22.98,9.8251
24.573,11.031
22.038,13.449
24.099,8.9497
22.936,10.874
19.322,12.975
20.503,12.949
21.395,12.138
19.594,9.8096
20.484,10.048
19.295,11.068
20.869,11.578
19.146,12.375
20.811,10.444
20.726,12.295
19.244,9.3571
19.605,13.419
19.99,10.138
20.765,13.343
21.236,12.765
20.699,12.63
20.102,10.75
19.104,12.913
19.799,8.9259
18.047,12.235
14.297,11.483
14.83,14.442
15.005,12.843
16.803,13.66
16.225,13.714
14.211,9.6087
16.596,13.668
14.655,13.29
14.832,14.693
13.828,9.6534
17.209,12.852
15.549,10.581
14.785,13.324
15.324,9.3595
14.928,14.638
16.404,9.0993
14.219,9.9493
15.179,11.559
14.74,12.874
16.096,14.452
13.469,12.066
12.314,10.127
12.858,12.85
11.621,13.009
12.442,12.963
10.573,12.439
11.683,11.361
11.453,9.1752
12.327,10.987
12.104,11.779
13.088,12.718
10.43,14.186
13.409,8.8192
12.922,9.663
11.037,9.0011
11.262,12.723
13.51,12.622
12.083,9.9252
12.154,12.81
12.375,13.13
9.0297,12.443
8.5012,11.129
7.0783,13.067
7.818,8.798
7.137,13.972
9.0308,10.247
8.4649,9.5609
6.6203,13.277
8.1767,14.425
6.2974,8.9729
8.828,10.341
6.0872,9.0684
7.4898,9.6686
7.7214,12.849
8.1538,10.21
7.6406,14.648
8.9852,12.175
7.5665,13.739
8.5628,12.516
8.345,12.873
5.7148,9.7027
3.1708,8.8805
5.3455,12.505
3.7062,14.391
1.142,11.731
2.4201,14.487
2.6511,9.8333
1.5971,12.21
0.1791,11.772
4.1044,13.556
3.958,9.7301
2.6758,11.749
0.014541,11.737
4.3815,13.37
1.8259,12.815
1.3942,12.317
0.5949,10.598
2.1668,14.366
5.1645,13.568
3.6985,14.627
51.255,5.8155
51.768,3.1447
49.79,1.743
50.442,2.5608
50.525,1.8598
51.51,1.7002
49.95,3.15
50.424,5.4739
51.335,1.1525
50.968,4.2036
50.437,1.4234
49.722,5.8623
52.673,3.5175
52.389,2.1581
50.722,0.045111
52.092,5.1492
49.131,5.8236
51.828,1.6686
52.205,0.078975
51.994,4.2066
48.507,5.2944
47.746,4.5814
46.635,2.9632
47.812,5.6543
45.546,5.7864
47.342,0.018568
48.384,1.2999
47.838,2.4524
47.684,5.1156
45.786,4.4699
46.247,2.4162
45.867,0.74566
47.691,0.46378
47.206,3.2477
45.523,4.2474
47.13,3.9515
47.67,5.8754
45.581,1.6763
48.282,4.989
45.834,2.8268
42.719,5.5002
41.369,2.6398
41.989,1.7807
43.02,0.33102
43.471,4.9389
41.977,5.015
44.251,4.5727
43.632,3.9742
42.904,3.7977
42.918,0.62461
42.434,2.2634
42.431,5.5425
43.667,4.4188
42.788,5.8862
43.662,1.5986
41.516,0.77642
44.699,5.1536
42.508,3.8209
44.534,4.9876
42.667,3.4103
40.504,1.1786
39.53,5.3228
38.811,5.6744
40.111,4.8735
40.599,2.1
37.432,4.9956
37.293,2.7667
