-108.08,-91.597,-74.044,-54.668
-86.984,-77.203,-66.022,-51.212
-66.3,-63.416,-52.206,-43.881
-107.44,-90.707,-72.62,-52.22
-114.41,-90.837,-72.946,-53.495
-107.37,-90.602,-72.408,-51.563
-100.93,-84.324,-73.362,-52.832
-107.68,-91.046,-73.179,-53.232
-100.48,-83.693,-72.32,-50.724
-86.835,-76.999,-65.699,-50.634
-107.43,-90.716,-72.683,-52.671
-108.06,-91.563,-73.959,-54.339
-100.97,-84.383,-73.461,-53.056
-107.92,-91.391,-73.731,-54.181
-108.13,-91.665,-74.121,-54.647
-100.79,-91.041,-73.099,-52.577
-100.91,-84.288,-66.373,-52.427
-101.07,-84.527,-73.688,-53.482
-101.1,-84.559,-66.815,-53.368
-87.203,-77.507,-66.508,-45.325
-72.658,-62.66,-57.875,-41.467
-65.369,-62.095,-49.959,-38.919
-92.824,-82.633,-63.705,-49.314
-107.21,-83.521,-65.401,-52.774
-99.936,-82.959,-64.348,-50.679
-72.728,-62.758,-51.128,-41.604
-65.242,-61.911,-56.531,-45.417
-100.42,-83.661,-65.569,-45.703
-79.235,-69.102,-57.099,-40.339
-58.945,-55.878,-51.147,-41.396
-93.102,-83.031,-64.375,-49.798
-72.026,-68.645,-56.249,-45.596
-100.37,-83.57,-65.337,-44.768
-92.645,-82.366,-63.212,-48.785
-72.497,-69.33,-57.478,-40.629
-99.813,-82.772,-63.988,-49.971
-99.616,-82.491,-63.534,-49.944
-99.755,-82.685,-63.829,-49.757
-86.138,-76.023,-64.112,-48.567
-93.461,-83.547,-65.25,-44.223
-71.702,-61.275,-55.423,-39.505
-91.998,-74.525,-54.749,-43.226
-92.226,-74.854,-55.257,-42.346
-99.413,-82.281,-63.59,-45.697
-92.016,-74.556,-54.821,-43.29
-92.241,-74.895,-55.445,-43.165
-85.119,-74.524,-54.543,-41.877
-84.883,-74.174,-53.936,-42.774
-92.648,-75.519,-56.645,-44.091
-57.216,-53.312,-46.281,-40.394
-91.729,-74.119,-60.92,-43.754
-98.615,-81.055,-61.352,-45.146
-84.961,-74.29,-54.137,-42.475
-98.677,-81.16,-61.597,-45.298
-99.005,-81.696,-62.721,-45.977
-99.132,-81.833,-62.679,-44.751
-91.871,-74.356,-61.483,-44.094
-99.33,-82.164,-63.419,-45.753
-99.306,-82.12,-63.302,-45.515
-85.283,-67.862,-54.921,-40.938
-77.131,-65.928,-51.239,-51.884
-83.612,-72.2,-50.646,-53.578
-63.5,-59.249,-44.28,-43.47
-84.634,-66.908,-53.374,-50.824
-70.452,-59.341,-44.58,-43.5
-83.862,-65.667,-50.868,-52.531
-91.372,-73.657,-53.793,-52.989
-70.089,-58.747,-43.196,-44.648
-84.194,-66.236,-52.271,-52.222
-84.002,-65.902,-51.404,-52.289
-84.219,-66.238,-51.943,-51.52
-63.862,-59.83,-45.602,-49.132
-83.74,-72.402,-50.923,-53.227
-70.536,-59.474,-44.843,-50.025
-70.508,-59.426,-44.724,-43.19
-84.479,-66.696,-53.187,-51.769
-70.281,-59.059,-43.895,-43.986
-77.206,-66.043,-51.426,-51.601
-70.658,-59.671,-45.302,-49.668
-84.341,-66.438,-52.389,-51.314
-82.585,-63.696,-50.017,-56.132
-83.418,-65.149,-51.884,-62.06
-82.679,-63.836,-49.913,-55.909
-89.897,-64.586,-52.164,-63.234
-62.465,-57.538,-40.746,-53.742
-82.914,-64.302,-50.878,-62.729
-62.63,-50.903,-40.982,-53.17
-76.527,-64.982,-43.1,-53.887
-69.215,-57.293,-40.578,-54.206
-82.661,-63.725,-49.023,-55.635
-83.393,-65.011,-44.008,-61.478
-83.431,-65.112,-44.47,-61.663
-54.992,-49.578,-37.991,-47.942
-62.601,-50.862,-41.031,-53.316
-76.464,-57.949,-42.559,-53.815
-76.653,-65.222,-43.807,-60.766
-83.709,-65.693,-53.07,-62.162
-76.375,-64.728,-42.711,-54.218
-83.368,-65.038,-51.514,-61.949
-76.559,-65.035,-43.177,-53.811
-81.5,-62.392,-45.973,-65.48
-81.681,-62.523,-45.257,-65.038
-75.552,-56.692,-44.052,-63.62
-75.205,-56.034,-43.437,-63.913
-61.426,-48.764,-38.676,-55.927
-74.881,-55.289,-42.186,-63.991
-74.1,-53.872,-43.268,-65.041
-67.129,-53.473,-42.048,-57.939
-74.547,-54.721,-42.795,-64.516
-75.015,-55.737,-43.683,-64.238
-54.25,-48.211,-38.337,-56.336
-68.202,-55.48,-39.574,-56.267
-74.147,-60.901,-43.399,-65.034
-82.46,-63.828,-45.499,-71.142
-75.33,-56.334,-44.075,-63.96
-81.251,-61.9,-45.77,-65.6
-54.313,-48.306,-37.682,-49.265
-60.547,-53.957,-40.165,-57.33
-81.047,-61.376,-45.281,-65.58
-74.953,-62.567,-43.927,-64.389
-66.095,-51.68,-51.798,-66.159
-72.647,-52.007,-53.772,-73.825
-66.629,-52.758,-50.989,-65.651
-52.447,-44.396,-42.96,-51.831
-66.483,-52.51,-51.33,-65.827
-51.479,-42.084,-45.074,-52.755
-72.402,-51.502,-53.901,-73.96
-73.867,-54.362,-53.39,-73.101
-67.01,-53.654,-51,-72.298
-72.985,-52.162,-52.736,-73.336
-74.27,-55.132,-53.529,-72.898
-51.639,-42.465,-44.748,-52.611
-73.765,-53.894,-52.695,-72.909
-72.831,-52.479,-53.832,-73.774
-59.67,-45.393,-49.998,-65.462
-72.795,-51.848,-53.019,-66.61
-58.972,-43.638,-44.066,-59.161
-73.597,-54.104,-53.944,-73.468
-72.417,-51.472,-53.822,-67.026
-73.902,-54.182,-52.74,-72.84
-64.892,-52.648,-63.194,-82.021
-63.406,-49.161,-56.078,-75.31
-56.441,-45.37,-48.096,-61.09
-65.06,-44.402,-61.714,-81.34
-64.808,-51.823,-62.632,-81.786
-63.45,-48.27,-55.683,-75.138
-65.139,-52.622,-62.775,-81.767
-63.195,-48.71,-56.131,-75.365
-56.567,-46.965,-55.231,-68.056
-64.099,-41.309,-54.704,-67.736
-57.934,-42.078,-53.508,-67.142
-63.907,-50.815,-56.305,-75.326
-63.55,-48.083,-55.489,-68.143
-57.107,-40.385,-54.488,-67.678
-57.518,-40.729,-53.782,-67.344
-56.752,-46.849,-54.929,-67.909
-64.747,-42.668,-54.144,-74.279
-63.975,-51.472,-63.513,-82.356
-50.397,-39.723,-46.955,-60.522
-63.816,-48.399,-55.244,-74.898
-62.297,-44.454,-64.784,-83.204
-62.975,-44.093,-64.176,-82.822
-56.328,-42.991,-63.465,-82.452
-54.462,-40.381,-57.12,-69.113
-55.172,-40.157,-56.63,-75.724
-54.638,-42.267,-64.396,-76.178
-55.846,-42.306,-63.622,-82.588
-61.941,-43.877,-64.737,-83.213
-55.495,-40.655,-63.405,-75.633
-55.982,-43.27,-63.883,-82.692
-54.071,-40.085,-57.261,-62.31
-62.645,-44.826,-64.753,-83.152
-54.844,-40.569,-56.94,-75.896
-63.261,-44.495,-64.149,-82.772
-56.429,-43.781,-63.732,-82.561
-56.078,-43.684,-63.986,-82.729
-55.097,-41.396,-63.885,-75.893
-62.141,-44.471,-64.877,-83.267
-47.511,-38.91,-49.983,-62.109
-61.165,-44.305,-65.255,-83.545
-51.073,-53.293,-66.841,-84.587
-53.781,-54.667,-73.948,-91.517
-52.664,-53.588,-73.622,-91.364
-54.268,-53.124,-72.997,-90.914
-53.979,-53.465,-73.254,-91.082
-49.377,-45.582,-59.801,-70.74
-54.157,-53.237,-73.088,-90.973
-52.812,-54.072,-73.832,-91.487
-53.966,-54.817,-73.991,-91.534
-49.001,-45.943,-59.97,-70.847
-54.043,-52.251,-72.664,-90.738
-51.412,-51.767,-66.193,-77.296
-52.909,-54.016,-73.785,-91.454
-43.511,-44.403,-59.283,-70.418
-53.968,-54.737,-73.944,-91.505
-44.515,-43.104,-58.747,-63.194
-49.67,-45.717,-59.824,-70.749
-51.803,-52.672,-66.472,-84.346
-52.53,-53.773,-73.736,-91.438
-54.387,-54.053,-73.445,-91.173
-44.15,-61.073,-74.147,-91.737
-41.145,-54.245,-67.527,-78.166
-51.505,-61.833,-81.378,-98.837
-51.209,-62.638,-81.857,-92.259
-51.441,-62.135,-81.549,-98.949
-50.317,-56.148,-75.273,-92.491
-49.262,-55.097,-74.769,-85.271
-39.055,-47.753,-60.907,-64.564
-42.243,-54.523,-74.49,-85.092
-49.979,-54.967,-74.649,-92.08
-44.583,-61.63,-81.274,-91.87
-52.259,-63.721,-82.407,-99.51
-40.848,-52.947,-60.096,-64.04
-41.148,-53.618,-67.25,-77.992
-45.339,-48.031,-54.158,-64.666
-50.791,-62.741,-75.056,-92.334
-44.708,-61.317,-81.098,-91.755
-40.686,-54.36,-67.605,-78.22
-51.169,-62.243,-81.639,-92.115
-51.588,-62.247,-81.594,-98.975
