-39.484,-46.534,-50.407,-53.082
-38.525,-46.108,-50.136,-52.882
-37.459,-45.66,-49.855,-52.679
-36.264,-45.188,-49.566,-52.47
-34.913,-44.689,-49.266,-52.256
-33.381,-44.161,-48.956,-52.037
-31.662,-43.6,-48.634,-51.812
-29.839,-43,-48.3,-51.582
-28.263,-42.358,-47.953,-51.345
-27.684,-41.666,-47.592,-51.101
-28.527,-40.917,-47.215,-50.851
-30.201,-40.101,-46.821,-50.593
-32.019,-39.207,-46.408,-50.327
-33.703,-38.218,-45.976,-50.052
-35.197,-37.115,-45.521,-49.769
-36.515,-35.876,-45.041,-49.477
-37.682,-34.474,-44.534,-49.174
-38.725,-32.884,-43.996,-48.86
-39.665,-31.118,-43.424,-48.535
-40.518,-29.313,-42.812,-48.197
-41.299,-27.947,-42.156,-47.846
-42.019,-27.799,-41.448,-47.48
-42.685,-28.981,-40.68,-47.098
-43.305,-30.751,-39.842,-46.699
-43.885,-32.543,-38.921,-46.281
-44.429,-34.171,-37.9,-45.842
-44.942,-35.61,-36.759,-45.38
-45.427,-36.879,-35.474,-44.892
-45.887,-38.007,-34.017,-44.376
-46.324,-39.017,-32.37,-43.828
-46.74,-39.929,-30.567,-43.245
-47.137,-40.76,-28.823,-42.62
-47.518,-41.521,-27.745,-41.949
-47.882,-42.224,-28.041,-41.224
-48.232,-42.875,-29.485,-40.436
-48.568,-43.483,-31.3,-39.575
-48.892,-44.052,-33.052,-38.626
-49.205,-44.586,-34.622,-37.571
-49.506,-45.09,-36.007,-36.39
-49.798,-45.568,-37.231,-35.056
-50.08,-46.02,-38.321,-33.543
-50.354,-46.451,-39.3,-31.841
-50.619,-46.861,-40.186,-30.019
-50.876,-47.253,-40.995,-28.391
-51.126,-47.628,-41.738,-27.676
-51.369,-47.988,-42.424,-28.391
-51.605,-48.334,-43.062,-30.019
-51.835,-48.667,-43.657,-31.841
-52.059,-48.987,-44.215,-33.543
-52.278,-49.296,-44.741,-35.056
-52.491,-49.595,-45.236,-36.39
-52.699,-49.884,-45.706,-37.571
-39.575,-46.552,-50.415,-53.086
-38.639,-46.128,-50.144,-52.887
-37.604,-45.682,-49.864,-52.683
-36.453,-45.213,-49.575,-52.475
-35.17,-44.717,-49.276,-52.261
-33.742,-44.192,-48.966,-52.042
-32.187,-43.635,-48.645,-51.818
-30.615,-43.041,-48.312,-51.587
-29.339,-42.405,-47.966,-51.351
-28.894,-41.721,-47.606,-51.107
-29.546,-40.983,-47.23,-50.857
-30.92,-40.181,-46.838,-50.6
-32.505,-39.304,-46.427,-50.334
-34.039,-38.339,-45.996,-50.061
-35.438,-37.272,-45.544,-49.778
-36.694,-36.083,-45.067,-49.486
-37.819,-34.756,-44.563,-49.184
-38.833,-33.286,-44.029,-48.871
-39.752,-31.708,-43.461,-48.547
-40.59,-30.179,-42.855,-48.21
-41.36,-29.094,-42.205,-47.86
-42.07,-28.981,-41.506,-47.495
-42.729,-29.909,-40.749,-47.114
-43.343,-31.39,-39.926,-46.717
-43.918,-32.977,-39.024,-46.3
-44.459,-34.474,-38.031,-45.863
-44.968,-35.829,-36.929,-45.403
-45.45,-37.044,-35.7,-44.919
-45.908,-38.135,-34.33,-44.406
-46.343,-39.118,-32.82,-43.862
-46.757,-40.012,-31.232,-43.283
-47.153,-40.828,-29.782,-42.665
-47.532,-41.578,-28.94,-42.001
-47.895,-42.272,-29.167,-41.285
-48.244,-42.917,-30.321,-40.51
-48.58,-43.519,-31.868,-39.664
-48.903,-44.084,-33.439,-38.737
-49.215,-44.615,-34.896,-37.712
-49.516,-45.116,-36.208,-36.574
-49.807,-45.59,-37.384,-35.304
-50.088,-46.041,-38.44,-33.891
-50.361,-46.469,-39.395,-32.346
-50.626,-46.878,-40.264,-30.766
-50.883,-47.268,-41.059,-29.439
-51.132,-47.643,-41.792,-28.888
-51.375,-48.001,-42.471,-29.439
-51.611,-48.346,-43.102,-30.766
-51.841,-48.678,-43.692,-32.346
-52.064,-48.998,-44.246,-33.891
-52.283,-49.306,-44.768,-35.304
-52.496,-49.604,-45.261,-36.574
-52.704,-49.892,-45.728,-37.712
-79.88,-70.017,-65.543,-50.051
-93.701,-83.858,-65.656,-50.81
-100.63,-83.908,-72.695,-51.61
-107.56,-90.869,-72.856,-52.412
-107.59,-90.939,-73.038,-53.195
-80.088,-70.306,-59.112,-44.153
